agency_cd,site_no,Date,q_cfs,X_00060_00003_cd
USGS,01463500,2009-01-30,9930,A
USGS,01463500,2009-01-31,9990,A
USGS,01463500,2009-02-01,9800,A
USGS,01463500,2009-02-02,9460,A
USGS,01463500,2009-02-03,9860,A
USGS,01463500,2009-02-04,9630,A
USGS,01463500,2009-02-05,8740,A
USGS,01463500,2009-02-06,8050,A e
USGS,01463500,2009-02-07,7950,A
USGS,01463500,2009-02-08,7820,A
USGS,01463500,2009-02-09,9330,A
USGS,01463500,2009-02-10,8830,A
USGS,01463500,2009-02-11,9030,A
USGS,01463500,2009-02-12,10100,A
USGS,01463500,2009-02-13,13200,A
USGS,01463500,2009-02-14,19900,A
USGS,01463500,2009-02-15,19100,A
USGS,01463500,2009-02-16,15400,A
USGS,01463500,2009-02-17,13300,A
USGS,01463500,2009-02-18,12200,A
USGS,01463500,2009-02-19,11400,A
USGS,01463500,2009-02-20,11200,A
USGS,01463500,2009-02-21,10600,A
USGS,01463500,2009-02-22,9890,A
USGS,01463500,2009-02-23,9040,A
USGS,01463500,2009-02-24,8440,A
USGS,01463500,2009-02-25,8440,A
USGS,01463500,2009-02-26,8120,A
USGS,01463500,2009-02-27,8200,A
USGS,01463500,2009-02-28,8590,A
USGS,01463500,2009-03-01,9820,A
USGS,01463500,2009-03-02,12200,A
USGS,01463500,2009-03-03,11100,A
USGS,01463500,2009-03-04,9790,A
USGS,01463500,2009-03-05,8800,A
USGS,01463500,2009-03-06,8830,A
USGS,01463500,2009-03-07,9330,A
USGS,01463500,2009-03-08,9940,A
USGS,01463500,2009-03-09,11300,A
USGS,01463500,2009-03-10,29500,A
USGS,01463500,2009-03-11,35400,A
USGS,01463500,2009-03-12,28100,A
USGS,01463500,2009-03-13,26100,A
USGS,01463500,2009-03-14,21400,A
USGS,01463500,2009-03-15,18400,A
USGS,01463500,2009-03-16,16400,A
USGS,01463500,2009-03-17,15400,A
USGS,01463500,2009-03-18,14500,A
USGS,01463500,2009-03-19,13900,A
USGS,01463500,2009-03-20,13800,A
USGS,01463500,2009-03-21,14700,A
USGS,01463500,2009-03-22,13800,A
USGS,01463500,2009-03-23,12000,A
USGS,01463500,2009-03-24,10900,A
USGS,01463500,2009-03-25,10500,A
USGS,01463500,2009-03-26,9390,A
USGS,01463500,2009-03-27,8970,A
USGS,01463500,2009-03-28,8900,A
USGS,01463500,2009-03-29,9270,A
USGS,01463500,2009-03-30,11000,A
USGS,01463500,2009-03-31,12500,A
USGS,01463500,2009-04-01,12900,A
USGS,01463500,2009-04-02,11900,A
USGS,01463500,2009-04-03,12400,A
USGS,01463500,2009-04-04,16200,A
USGS,01463500,2009-04-05,18600,A
USGS,01463500,2009-04-06,18800,A
USGS,01463500,2009-04-07,17500,A
USGS,01463500,2009-04-08,16400,A
USGS,01463500,2009-04-09,15700,A
USGS,01463500,2009-04-10,14200,A
USGS,01463500,2009-04-11,13200,A
USGS,01463500,2009-04-12,12400,A
USGS,01463500,2009-04-13,10900,A
USGS,01463500,2009-04-14,9960,A
USGS,01463500,2009-04-15,9880,A
USGS,01463500,2009-04-16,10600,A
USGS,01463500,2009-04-17,10300,A
USGS,01463500,2009-04-18,9710,A
USGS,01463500,2009-04-19,9210,A
USGS,01463500,2009-04-20,8700,A
USGS,01463500,2009-04-21,8810,A
USGS,01463500,2009-04-22,10300,A
USGS,01463500,2009-04-23,11100,A
USGS,01463500,2009-04-24,11000,A
USGS,01463500,2009-04-25,10000,A
USGS,01463500,2009-04-26,9020,A
USGS,01463500,2009-04-27,8220,A
USGS,01463500,2009-04-28,7770,A
USGS,01463500,2009-04-29,7480,A
USGS,01463500,2009-04-30,6830,A
USGS,01463500,2009-05-01,6480,A
USGS,01463500,2009-05-02,6660,A
USGS,01463500,2009-05-03,7170,A
USGS,01463500,2009-05-04,7600,A
USGS,01463500,2009-05-05,9660,A
USGS,01463500,2009-05-06,9690,A
USGS,01463500,2009-05-07,16700,A
USGS,01463500,2009-05-08,15100,A
USGS,01463500,2009-05-09,13100,A
USGS,01463500,2009-05-10,11700,A
USGS,01463500,2009-05-11,10900,A
USGS,01463500,2009-05-12,10300,A
USGS,01463500,2009-05-13,9600,A
USGS,01463500,2009-05-14,9100,A
USGS,01463500,2009-05-15,9370,A
USGS,01463500,2009-05-16,10300,A
USGS,01463500,2009-05-17,14300,A
USGS,01463500,2009-05-18,20300,A
USGS,01463500,2009-05-19,25400,A
USGS,01463500,2009-05-20,18700,A
USGS,01463500,2009-05-21,15700,A
USGS,01463500,2009-05-22,13600,A
USGS,01463500,2009-05-23,12600,A
USGS,01463500,2009-05-24,12200,A
USGS,01463500,2009-05-25,12100,A
USGS,01463500,2009-05-26,10800,A
USGS,01463500,2009-05-27,9550,A
USGS,01463500,2009-05-28,9480,A
USGS,01463500,2009-05-29,11000,A
USGS,01463500,2009-05-30,12700,A
USGS,01463500,2009-05-31,18100,A
USGS,01463500,2009-06-01,16500,A
USGS,01463500,2009-06-02,13800,A
USGS,01463500,2009-06-03,12600,A
USGS,01463500,2009-06-04,13100,A
USGS,01463500,2009-06-05,13200,A
USGS,01463500,2009-06-06,13500,A
USGS,01463500,2009-06-07,11400,A
USGS,01463500,2009-06-08,9450,A
USGS,01463500,2009-06-09,9060,A
USGS,01463500,2009-06-10,11600,A
USGS,01463500,2009-06-11,14800,A
USGS,01463500,2009-06-12,14700,A
USGS,01463500,2009-06-13,20700,A
USGS,01463500,2009-06-14,25100,A
USGS,01463500,2009-06-15,21100,A
USGS,01463500,2009-06-16,20900,A
USGS,01463500,2009-06-17,20000,A
USGS,01463500,2009-06-18,19400,A
USGS,01463500,2009-06-19,32500,A
USGS,01463500,2009-06-20,36800,A
USGS,01463500,2009-06-21,34400,A
USGS,01463500,2009-06-22,38200,A
USGS,01463500,2009-06-23,36000,A
USGS,01463500,2009-06-24,30100,A
USGS,01463500,2009-06-25,24700,A
USGS,01463500,2009-06-26,20800,A
USGS,01463500,2009-06-27,19800,A
USGS,01463500,2009-06-28,20400,A
USGS,01463500,2009-06-29,18400,A
USGS,01463500,2009-06-30,16400,A
USGS,01463500,2009-07-01,16200,A
USGS,01463500,2009-07-02,18200,A
USGS,01463500,2009-07-03,17100,A
USGS,01463500,2009-07-04,15800,A
USGS,01463500,2009-07-05,14700,A
USGS,01463500,2009-07-06,12900,A
USGS,01463500,2009-07-07,11500,A
USGS,01463500,2009-07-08,11200,A
USGS,01463500,2009-07-09,10200,A
USGS,01463500,2009-07-10,9230,A
USGS,01463500,2009-07-11,8850,A
USGS,01463500,2009-07-12,10600,A
USGS,01463500,2009-07-13,10400,A
USGS,01463500,2009-07-14,8330,A
USGS,01463500,2009-07-15,8400,A
USGS,01463500,2009-07-16,8010,A
USGS,01463500,2009-07-17,7020,A
USGS,01463500,2009-07-18,7300,A
USGS,01463500,2009-07-19,7430,A
USGS,01463500,2009-07-20,7320,A
USGS,01463500,2009-07-21,7010,A
USGS,01463500,2009-07-22,6540,A
USGS,01463500,2009-07-23,6940,A
USGS,01463500,2009-07-24,8310,A
USGS,01463500,2009-07-25,6880,A
USGS,01463500,2009-07-26,6530,A
USGS,01463500,2009-07-27,7770,A
USGS,01463500,2009-07-28,6750,A
USGS,01463500,2009-07-29,6550,A
USGS,01463500,2009-07-30,7490,A
USGS,01463500,2009-07-31,18200,A
USGS,01463500,2009-08-01,23400,A
USGS,01463500,2009-08-02,39600,A
USGS,01463500,2009-08-03,33900,A
USGS,01463500,2009-08-04,27900,A
USGS,01463500,2009-08-05,20800,A
USGS,01463500,2009-08-06,17500,A
USGS,01463500,2009-08-07,14600,A
USGS,01463500,2009-08-08,12900,A
USGS,01463500,2009-08-09,11800,A
USGS,01463500,2009-08-10,11000,A
USGS,01463500,2009-08-11,16100,A
USGS,01463500,2009-08-12,28300,A
USGS,01463500,2009-08-13,25800,A
USGS,01463500,2009-08-14,26300,A
USGS,01463500,2009-08-15,19800,A
USGS,01463500,2009-08-16,16600,A
USGS,01463500,2009-08-17,14300,A
USGS,01463500,2009-08-18,12700,A
USGS,01463500,2009-08-19,12100,A
USGS,01463500,2009-08-20,11400,A
USGS,01463500,2009-08-21,11700,A
USGS,01463500,2009-08-22,15600,A
USGS,01463500,2009-08-23,18600,A
USGS,01463500,2009-08-24,20600,A
USGS,01463500,2009-08-25,16700,A
USGS,01463500,2009-08-26,13800,A
USGS,01463500,2009-08-27,11700,A
USGS,01463500,2009-08-28,14800,A
USGS,01463500,2009-08-29,15000,A
USGS,01463500,2009-08-30,14700,A
USGS,01463500,2009-08-31,12000,A
USGS,01463500,2009-09-01,10900,A
USGS,01463500,2009-09-02,9790,A
USGS,01463500,2009-09-03,9050,A
USGS,01463500,2009-09-04,8850,A
USGS,01463500,2009-09-05,8310,A
USGS,01463500,2009-09-06,7790,A
USGS,01463500,2009-09-07,7110,A
USGS,01463500,2009-09-08,6350,A
USGS,01463500,2009-09-09,5860,A
USGS,01463500,2009-09-10,5880,A
USGS,01463500,2009-09-11,6700,A
USGS,01463500,2009-09-12,9890,A
USGS,01463500,2009-09-13,10700,A
USGS,01463500,2009-09-14,8270,A
USGS,01463500,2009-09-15,6770,A
USGS,01463500,2009-09-16,6600,A
USGS,01463500,2009-09-17,6310,A
USGS,01463500,2009-09-18,6380,A
USGS,01463500,2009-09-19,6100,A
USGS,01463500,2009-09-20,6040,A
USGS,01463500,2009-09-21,5910,A
USGS,01463500,2009-09-22,5450,A
USGS,01463500,2009-09-23,4670,A
USGS,01463500,2009-09-24,5150,A
USGS,01463500,2009-09-25,4710,A
USGS,01463500,2009-09-26,4600,A
USGS,01463500,2009-09-27,5250,A
USGS,01463500,2009-09-28,6070,A
USGS,01463500,2009-09-29,5980,A
USGS,01463500,2009-09-30,6210,A
USGS,01463500,2009-10-01,6090,A
USGS,01463500,2009-10-02,5620,A
USGS,01463500,2009-10-03,4990,A
USGS,01463500,2009-10-04,4860,A
USGS,01463500,2009-10-05,5160,A
USGS,01463500,2009-10-06,6430,A
USGS,01463500,2009-10-07,5510,A
USGS,01463500,2009-10-08,4690,A
USGS,01463500,2009-10-09,4150,A e
USGS,01463500,2009-10-10,4510,A e
USGS,01463500,2009-10-11,4660,A
USGS,01463500,2009-10-12,4780,A
USGS,01463500,2009-10-13,4480,A
USGS,01463500,2009-10-14,4330,A
USGS,01463500,2009-10-15,4510,A
USGS,01463500,2009-10-16,4750,A
USGS,01463500,2009-10-17,5390,A
USGS,01463500,2009-10-18,6180,A
USGS,01463500,2009-10-19,6150,A
USGS,01463500,2009-10-20,5540,A
USGS,01463500,2009-10-21,5040,A
USGS,01463500,2009-10-22,5000,A
USGS,01463500,2009-10-23,4800,A
USGS,01463500,2009-10-24,5960,A
USGS,01463500,2009-10-25,15600,A
USGS,01463500,2009-10-26,19900,A
USGS,01463500,2009-10-27,21500,A
USGS,01463500,2009-10-28,24600,A
USGS,01463500,2009-10-29,28100,A
USGS,01463500,2009-10-30,34700,A
USGS,01463500,2009-10-31,26900,A
USGS,01463500,2009-11-01,21900,A
USGS,01463500,2009-11-02,18800,A
USGS,01463500,2009-11-03,16900,A
USGS,01463500,2009-11-04,16200,A
USGS,01463500,2009-11-05,14600,A
USGS,01463500,2009-11-06,13200,A
USGS,01463500,2009-11-07,12700,A
USGS,01463500,2009-11-08,12000,A
USGS,01463500,2009-11-09,10700,A
USGS,01463500,2009-11-10,10300,A
USGS,01463500,2009-11-11,10300,A
USGS,01463500,2009-11-12,10200,A
USGS,01463500,2009-11-13,9650,A
USGS,01463500,2009-11-14,9040,A
USGS,01463500,2009-11-15,8720,A
USGS,01463500,2009-11-16,7770,A
USGS,01463500,2009-11-17,7170,A
USGS,01463500,2009-11-18,7650,A
USGS,01463500,2009-11-19,7360,A
USGS,01463500,2009-11-20,7990,A
USGS,01463500,2009-11-21,11500,A
USGS,01463500,2009-11-22,13300,A
USGS,01463500,2009-11-23,12400,A
USGS,01463500,2009-11-24,11000,A
USGS,01463500,2009-11-25,10600,A
USGS,01463500,2009-11-26,10200,A
USGS,01463500,2009-11-27,9790,A
USGS,01463500,2009-11-28,8930,A
USGS,01463500,2009-11-29,8500,A
USGS,01463500,2009-11-30,7980,A
USGS,01463500,2009-12-01,8030,A
USGS,01463500,2009-12-02,8460,A
USGS,01463500,2009-12-03,16500,A
USGS,01463500,2009-12-04,29000,A
USGS,01463500,2009-12-05,26400,A
USGS,01463500,2009-12-06,21700,A
USGS,01463500,2009-12-07,18100,A
USGS,01463500,2009-12-08,16200,A
USGS,01463500,2009-12-09,26500,A
USGS,01463500,2009-12-10,27600,A
USGS,01463500,2009-12-11,22100,A
USGS,01463500,2009-12-12,18700,A
USGS,01463500,2009-12-13,17200,A
USGS,01463500,2009-12-14,21600,A
USGS,01463500,2009-12-15,21500,A
USGS,01463500,2009-12-16,22500,A
USGS,01463500,2009-12-17,21500,A
USGS,01463500,2009-12-18,20000,A
USGS,01463500,2009-12-19,17400,A
USGS,01463500,2009-12-20,16400,A
USGS,01463500,2009-12-21,15800,A
USGS,01463500,2009-12-22,14900,A
USGS,01463500,2009-12-23,14200,A
USGS,01463500,2009-12-24,13800,A
USGS,01463500,2009-12-25,13200,A
USGS,01463500,2009-12-26,18500,A
USGS,01463500,2009-12-27,29100,A
USGS,01463500,2009-12-28,29600,A
USGS,01463500,2009-12-29,28600,A
USGS,01463500,2009-12-30,23600,A
USGS,01463500,2009-12-31,19400,A
USGS,01463500,2010-01-01,17900,A
USGS,01463500,2010-01-02,16700,A
USGS,01463500,2010-01-03,15200,A
USGS,01463500,2010-01-04,13700,A e
USGS,01463500,2010-01-05,12400,A e
USGS,01463500,2010-01-06,12100,A e
USGS,01463500,2010-01-07,12400,A
USGS,01463500,2010-01-08,12600,A
USGS,01463500,2010-01-09,11200,A e
USGS,01463500,2010-01-10,9480,A e
USGS,01463500,2010-01-11,8720,A e
USGS,01463500,2010-01-12,9440,A
USGS,01463500,2010-01-13,10100,A
USGS,01463500,2010-01-14,10800,A
USGS,01463500,2010-01-15,10700,A
USGS,01463500,2010-01-16,10700,A
USGS,01463500,2010-01-17,10300,A
USGS,01463500,2010-01-18,12100,A
USGS,01463500,2010-01-19,12700,A
USGS,01463500,2010-01-20,13900,A
USGS,01463500,2010-01-21,13200,A
USGS,01463500,2010-01-22,11800,A
USGS,01463500,2010-01-23,10600,A
USGS,01463500,2010-01-24,9860,A
USGS,01463500,2010-01-25,17800,A
USGS,01463500,2010-01-26,45700,A
USGS,01463500,2010-01-27,59200,A
USGS,01463500,2010-01-28,40100,A
USGS,01463500,2010-01-29,32600,A
USGS,01463500,2010-01-30,25900,A
USGS,01463500,2010-01-31,19900,A
USGS,01463500,2010-02-01,17500,A
USGS,01463500,2010-02-02,16800,A
USGS,01463500,2010-02-03,16300,A
USGS,01463500,2010-02-04,15100,A
USGS,01463500,2010-02-05,13500,A
USGS,01463500,2010-02-06,12600,A
USGS,01463500,2010-02-07,11600,A
USGS,01463500,2010-02-08,10500,A
USGS,01463500,2010-02-09,10100,A
USGS,01463500,2010-02-10,10900,A
USGS,01463500,2010-02-11,11300,A
USGS,01463500,2010-02-12,10900,A
USGS,01463500,2010-02-13,10300,A
USGS,01463500,2010-02-14,9680,A
USGS,01463500,2010-02-15,8890,A
USGS,01463500,2010-02-16,8810,A
USGS,01463500,2010-02-17,9120,A
USGS,01463500,2010-02-18,8790,A
USGS,01463500,2010-02-19,8470,A
USGS,01463500,2010-02-20,8370,A
USGS,01463500,2010-02-21,8230,A
USGS,01463500,2010-02-22,7590,A
USGS,01463500,2010-02-23,7970,A
USGS,01463500,2010-02-24,13500,A
USGS,01463500,2010-02-25,14100,A
USGS,01463500,2010-02-26,12900,A
USGS,01463500,2010-02-27,12000,A
USGS,01463500,2010-02-28,12300,A
USGS,01463500,2010-03-01,12900,A
USGS,01463500,2010-03-02,13700,A
USGS,01463500,2010-03-03,13700,A
USGS,01463500,2010-03-04,14600,A
USGS,01463500,2010-03-05,14800,A
USGS,01463500,2010-03-06,14800,A
USGS,01463500,2010-03-07,14800,A
USGS,01463500,2010-03-08,14700,A
USGS,01463500,2010-03-09,15600,A
USGS,01463500,2010-03-10,17000,A
USGS,01463500,2010-03-11,18100,A
USGS,01463500,2010-03-12,19500,A
USGS,01463500,2010-03-13,37300,A
USGS,01463500,2010-03-14,67400,A
USGS,01463500,2010-03-15,71500,A
USGS,01463500,2010-03-16,60200,A
USGS,01463500,2010-03-17,49100,A
USGS,01463500,2010-03-18,40900,A
USGS,01463500,2010-03-19,34900,A
USGS,01463500,2010-03-20,30400,A
USGS,01463500,2010-03-21,27100,A
USGS,01463500,2010-03-22,24600,A
USGS,01463500,2010-03-23,34100,A
USGS,01463500,2010-03-24,53200,A
USGS,01463500,2010-03-25,50600,A
USGS,01463500,2010-03-26,42300,A
USGS,01463500,2010-03-27,36300,A
USGS,01463500,2010-03-28,32100,A
USGS,01463500,2010-03-29,36200,A
USGS,01463500,2010-03-30,48100,A
USGS,01463500,2010-03-31,59400,A
USGS,01463500,2010-04-01,63400,A
USGS,01463500,2010-04-02,51800,A
USGS,01463500,2010-04-03,42000,A
USGS,01463500,2010-04-04,36000,A
USGS,01463500,2010-04-05,31700,A
USGS,01463500,2010-04-06,27100,A
USGS,01463500,2010-04-07,23600,A
USGS,01463500,2010-04-08,21600,A
USGS,01463500,2010-04-09,20300,A
USGS,01463500,2010-04-10,19100,A
USGS,01463500,2010-04-11,17800,A
USGS,01463500,2010-04-12,16100,A
USGS,01463500,2010-04-13,14700,A
USGS,01463500,2010-04-14,13400,A
USGS,01463500,2010-04-15,12600,A
USGS,01463500,2010-04-16,11900,A
USGS,01463500,2010-04-17,12500,A
USGS,01463500,2010-04-18,12800,A
USGS,01463500,2010-04-19,12300,A
USGS,01463500,2010-04-20,11400,A
USGS,01463500,2010-04-21,11400,A
USGS,01463500,2010-04-22,10700,A
USGS,01463500,2010-04-23,10100,A
USGS,01463500,2010-04-24,9790,A
USGS,01463500,2010-04-25,9450,A
USGS,01463500,2010-04-26,13900,A
USGS,01463500,2010-04-27,18300,A
USGS,01463500,2010-04-28,20700,A
USGS,01463500,2010-04-29,19900,A
USGS,01463500,2010-04-30,16700,A
USGS,01463500,2010-05-01,14300,A
USGS,01463500,2010-05-02,13400,A
USGS,01463500,2010-05-03,16100,A
USGS,01463500,2010-05-04,18200,A
USGS,01463500,2010-05-05,15100,A
USGS,01463500,2010-05-06,13200,A
USGS,01463500,2010-05-07,11800,A
USGS,01463500,2010-05-08,10600,A
USGS,01463500,2010-05-09,9610,A
USGS,01463500,2010-05-10,8680,A
USGS,01463500,2010-05-11,8930,A
USGS,01463500,2010-05-12,9290,A
USGS,01463500,2010-05-13,10300,A
USGS,01463500,2010-05-14,10900,A
USGS,01463500,2010-05-15,11000,A
USGS,01463500,2010-05-16,9540,A
USGS,01463500,2010-05-17,8550,A
USGS,01463500,2010-05-18,8330,A
USGS,01463500,2010-05-19,9180,A
USGS,01463500,2010-05-20,9460,A
USGS,01463500,2010-05-21,9410,A
USGS,01463500,2010-05-22,8550,A
USGS,01463500,2010-05-23,7800,A
USGS,01463500,2010-05-24,6960,A
USGS,01463500,2010-05-25,6610,A
USGS,01463500,2010-05-26,6320,A
USGS,01463500,2010-05-27,5950,A
USGS,01463500,2010-05-28,6710,A
USGS,01463500,2010-05-29,6470,A
USGS,01463500,2010-05-30,5990,A
USGS,01463500,2010-05-31,5880,A
USGS,01463500,2010-06-01,5380,A
USGS,01463500,2010-06-02,5320,A
USGS,01463500,2010-06-03,5190,A
USGS,01463500,2010-06-04,5040,A
USGS,01463500,2010-06-05,4950,A
USGS,01463500,2010-06-06,4960,A
USGS,01463500,2010-06-07,4450,A
USGS,01463500,2010-06-08,4270,A
USGS,01463500,2010-06-09,4410,A
USGS,01463500,2010-06-10,5690,A
USGS,01463500,2010-06-11,5780,A
USGS,01463500,2010-06-12,5860,A
USGS,01463500,2010-06-13,5590,A
USGS,01463500,2010-06-14,7700,A
USGS,01463500,2010-06-15,10300,A
USGS,01463500,2010-06-16,9280,A
USGS,01463500,2010-06-17,7480,A
USGS,01463500,2010-06-18,6720,A
USGS,01463500,2010-06-19,5980,A
USGS,01463500,2010-06-20,5780,A
USGS,01463500,2010-06-21,5180,A
USGS,01463500,2010-06-22,4750,A e
USGS,01463500,2010-06-23,4750,A e
USGS,01463500,2010-06-24,4720,A
USGS,01463500,2010-06-25,4600,A
USGS,01463500,2010-06-26,4540,A
USGS,01463500,2010-06-27,4570,A
USGS,01463500,2010-06-28,4450,A
USGS,01463500,2010-06-29,4080,A
USGS,01463500,2010-06-30,3780,A
USGS,01463500,2010-07-01,3740,A
USGS,01463500,2010-07-02,3540,A
USGS,01463500,2010-07-03,3350,A
USGS,01463500,2010-07-04,3310,A
USGS,01463500,2010-07-05,3230,A
USGS,01463500,2010-07-06,3410,A
USGS,01463500,2010-07-07,3270,A
USGS,01463500,2010-07-08,3200,A
USGS,01463500,2010-07-09,3210,A
USGS,01463500,2010-07-10,3560,A
USGS,01463500,2010-07-11,7110,A
USGS,01463500,2010-07-12,4560,A
USGS,01463500,2010-07-13,4700,A
USGS,01463500,2010-07-14,4580,A
USGS,01463500,2010-07-15,7130,A
USGS,01463500,2010-07-16,5000,A
USGS,01463500,2010-07-17,3960,A
USGS,01463500,2010-07-18,3600,A
USGS,01463500,2010-07-19,3480,A
USGS,01463500,2010-07-20,3290,A
USGS,01463500,2010-07-21,3500,A
USGS,01463500,2010-07-22,3640,A
USGS,01463500,2010-07-23,3500,A
USGS,01463500,2010-07-24,3280,A
USGS,01463500,2010-07-25,3820,A
USGS,01463500,2010-07-26,4940,A
USGS,01463500,2010-07-27,4680,A
USGS,01463500,2010-07-28,3820,A
USGS,01463500,2010-07-29,3440,A
USGS,01463500,2010-07-30,3210,A
USGS,01463500,2010-07-31,3060,A
USGS,01463500,2010-08-01,2840,A
USGS,01463500,2010-08-02,3250,A
USGS,01463500,2010-08-03,3290,A
USGS,01463500,2010-08-04,3300,A
USGS,01463500,2010-08-05,3110,A
USGS,01463500,2010-08-06,3050,A
USGS,01463500,2010-08-07,3010,A
USGS,01463500,2010-08-08,2970,A
USGS,01463500,2010-08-09,3250,A
USGS,01463500,2010-08-10,3110,A
USGS,01463500,2010-08-11,2930,A
USGS,01463500,2010-08-12,2910,A
USGS,01463500,2010-08-13,3020,A
USGS,01463500,2010-08-14,3120,A
USGS,01463500,2010-08-15,3090,A
USGS,01463500,2010-08-16,3340,A
USGS,01463500,2010-08-17,3400,A
USGS,01463500,2010-08-18,3340,A
USGS,01463500,2010-08-19,3480,A
USGS,01463500,2010-08-20,3310,A
USGS,01463500,2010-08-21,2960,A
USGS,01463500,2010-08-22,2800,A
USGS,01463500,2010-08-23,3270,A
USGS,01463500,2010-08-24,4020,A
USGS,01463500,2010-08-25,7980,A
USGS,01463500,2010-08-26,8320,A
USGS,01463500,2010-08-27,6560,A
USGS,01463500,2010-08-28,5820,A
USGS,01463500,2010-08-29,4570,A
USGS,01463500,2010-08-30,4010,A
USGS,01463500,2010-08-31,3570,A
USGS,01463500,2010-09-01,3130,A
USGS,01463500,2010-09-02,3010,A
USGS,01463500,2010-09-03,2920,A
USGS,01463500,2010-09-04,2800,A
USGS,01463500,2010-09-05,2880,A
USGS,01463500,2010-09-06,3110,A
USGS,01463500,2010-09-07,2970,A
USGS,01463500,2010-09-08,2920,A
USGS,01463500,2010-09-09,2760,A
USGS,01463500,2010-09-10,2880,A
USGS,01463500,2010-09-11,2810,A
USGS,01463500,2010-09-12,2810,A
USGS,01463500,2010-09-13,3030,A
USGS,01463500,2010-09-14,3220,A
USGS,01463500,2010-09-15,3040,A
USGS,01463500,2010-09-16,3020,A
USGS,01463500,2010-09-17,3150,A
USGS,01463500,2010-09-18,3060,A
USGS,01463500,2010-09-19,2790,A
USGS,01463500,2010-09-20,2760,A
USGS,01463500,2010-09-21,2570,A
USGS,01463500,2010-09-22,2530,A
USGS,01463500,2010-09-23,2860,A
USGS,01463500,2010-09-24,2890,A
USGS,01463500,2010-09-25,2790,A
USGS,01463500,2010-09-26,2590,A
USGS,01463500,2010-09-27,2540,A
USGS,01463500,2010-09-28,2670,A
USGS,01463500,2010-09-29,2890,A
USGS,01463500,2010-09-30,3340,A
USGS,01463500,2010-10-01,40400,A
USGS,01463500,2010-10-02,90700,A
USGS,01463500,2010-10-03,51500,A
USGS,01463500,2010-10-04,31100,A
USGS,01463500,2010-10-05,26400,A
USGS,01463500,2010-10-06,29600,A
USGS,01463500,2010-10-07,31100,A
USGS,01463500,2010-10-08,24800,A
USGS,01463500,2010-10-09,19800,A
USGS,01463500,2010-10-10,16600,A
USGS,01463500,2010-10-11,14400,A
USGS,01463500,2010-10-12,13200,A
USGS,01463500,2010-10-13,11500,A
USGS,01463500,2010-10-14,11400,A
USGS,01463500,2010-10-15,11100,A
USGS,01463500,2010-10-16,11000,A
USGS,01463500,2010-10-17,10800,A
USGS,01463500,2010-10-18,12300,A
USGS,01463500,2010-10-19,11100,A
USGS,01463500,2010-10-20,8930,A
USGS,01463500,2010-10-21,8020,A
USGS,01463500,2010-10-22,7410,A
USGS,01463500,2010-10-23,6600,A
USGS,01463500,2010-10-24,6320,A
USGS,01463500,2010-10-25,5830,A
USGS,01463500,2010-10-26,5520,A
USGS,01463500,2010-10-27,6600,A e
USGS,01463500,2010-10-28,8850,A e
USGS,01463500,2010-10-29,10600,A
USGS,01463500,2010-10-30,10300,A
USGS,01463500,2010-10-31,8570,A
USGS,01463500,2010-11-01,7700,A
USGS,01463500,2010-11-02,7070,A
USGS,01463500,2010-11-03,6570,A
USGS,01463500,2010-11-04,6720,A
USGS,01463500,2010-11-05,10400,A
USGS,01463500,2010-11-06,12500,A
USGS,01463500,2010-11-07,12700,A
USGS,01463500,2010-11-08,10800,A
USGS,01463500,2010-11-09,9660,A
USGS,01463500,2010-11-10,9260,A
USGS,01463500,2010-11-11,8720,A
USGS,01463500,2010-11-12,8160,A
USGS,01463500,2010-11-13,7620,A
USGS,01463500,2010-11-14,7090,A
USGS,01463500,2010-11-15,6620,A
USGS,01463500,2010-11-16,6440,A
USGS,01463500,2010-11-17,7040,A
USGS,01463500,2010-11-18,11900,A
USGS,01463500,2010-11-19,15500,A
USGS,01463500,2010-11-20,13700,A
USGS,01463500,2010-11-21,11700,A
USGS,01463500,2010-11-22,10500,A
USGS,01463500,2010-11-23,9750,A
USGS,01463500,2010-11-24,9330,A
USGS,01463500,2010-11-25,9880,A
USGS,01463500,2010-11-26,10500,A
USGS,01463500,2010-11-27,10400,A
USGS,01463500,2010-11-28,11500,A
USGS,01463500,2010-11-29,11100,A
USGS,01463500,2010-11-30,10400,A
USGS,01463500,2010-12-01,14000,A
USGS,01463500,2010-12-02,46300,A
USGS,01463500,2010-12-03,57200,A
USGS,01463500,2010-12-04,39800,A
USGS,01463500,2010-12-05,30900,A
USGS,01463500,2010-12-06,25700,A
USGS,01463500,2010-12-07,21100,A
USGS,01463500,2010-12-08,18000,A
USGS,01463500,2010-12-09,16500,A
USGS,01463500,2010-12-10,14500,A
USGS,01463500,2010-12-11,12800,A
USGS,01463500,2010-12-12,13600,A
USGS,01463500,2010-12-13,20500,A
USGS,01463500,2010-12-14,24300,A
USGS,01463500,2010-12-15,24100,A
USGS,01463500,2010-12-16,20300,A
USGS,01463500,2010-12-17,17700,A
USGS,01463500,2010-12-18,16000,A
USGS,01463500,2010-12-19,14400,A
USGS,01463500,2010-12-20,12900,A
USGS,01463500,2010-12-21,12300,A
USGS,01463500,2010-12-22,11700,A
USGS,01463500,2010-12-23,11400,A
USGS,01463500,2010-12-24,11100,A
USGS,01463500,2010-12-25,10400,A
USGS,01463500,2010-12-26,9490,A
USGS,01463500,2010-12-27,8700,A e
