agency_cd,site_no,Date,q_cfs,X_00060_00003_cd
USGS,01463500,2001-09-22,6780,A
USGS,01463500,2001-09-23,5120,A
USGS,01463500,2001-09-24,4350,A
USGS,01463500,2001-09-25,4070,A
USGS,01463500,2001-09-26,8830,A
USGS,01463500,2001-09-27,6980,A
USGS,01463500,2001-09-28,6640,A
USGS,01463500,2001-09-29,5650,A
USGS,01463500,2001-09-30,4590,A
USGS,01463500,2001-10-01,3890,A
USGS,01463500,2001-10-02,3390,A
USGS,01463500,2001-10-03,3460,A
USGS,01463500,2001-10-04,3400,A
USGS,01463500,2001-10-05,3370,A
USGS,01463500,2001-10-06,3290,A
USGS,01463500,2001-10-07,3330,A
USGS,01463500,2001-10-08,3580,A
USGS,01463500,2001-10-09,3100,A
USGS,01463500,2001-10-10,3010,A
USGS,01463500,2001-10-11,3090,A
USGS,01463500,2001-10-12,2990,A
USGS,01463500,2001-10-13,3070,A
USGS,01463500,2001-10-14,3060,A
USGS,01463500,2001-10-15,3190,A
USGS,01463500,2001-10-16,3430,A
USGS,01463500,2001-10-17,3510,A
USGS,01463500,2001-10-18,3430,A
USGS,01463500,2001-10-19,3430,A
USGS,01463500,2001-10-20,3300,A
USGS,01463500,2001-10-21,3150,A
USGS,01463500,2001-10-22,3130,A
USGS,01463500,2001-10-23,3050,A
USGS,01463500,2001-10-24,3080,A
USGS,01463500,2001-10-25,3100,A
USGS,01463500,2001-10-26,3010,A
USGS,01463500,2001-10-27,3030,A
USGS,01463500,2001-10-28,3160,A
USGS,01463500,2001-10-29,3120,A
USGS,01463500,2001-10-30,2950,A
USGS,01463500,2001-10-31,2960,A
USGS,01463500,2001-11-01,2970,A
USGS,01463500,2001-11-02,3020,A
USGS,01463500,2001-11-03,2870,A
USGS,01463500,2001-11-04,2860,A
USGS,01463500,2001-11-05,2930,A
USGS,01463500,2001-11-06,2860,A
USGS,01463500,2001-11-07,2840,A
USGS,01463500,2001-11-08,2970,A
USGS,01463500,2001-11-09,2800,A
USGS,01463500,2001-11-10,2740,A
USGS,01463500,2001-11-11,2680,A
USGS,01463500,2001-11-12,2710,A
USGS,01463500,2001-11-13,2600,A
USGS,01463500,2001-11-14,2550,A
USGS,01463500,2001-11-15,2550,A
USGS,01463500,2001-11-16,2600,A
USGS,01463500,2001-11-17,2660,A
USGS,01463500,2001-11-18,2640,A
USGS,01463500,2001-11-19,2670,A
USGS,01463500,2001-11-20,2630,A
USGS,01463500,2001-11-21,2600,A
USGS,01463500,2001-11-22,2550,A
USGS,01463500,2001-11-23,2520,A
USGS,01463500,2001-11-24,2550,A
USGS,01463500,2001-11-25,2640,A
USGS,01463500,2001-11-26,3040,A
USGS,01463500,2001-11-27,3840,A
USGS,01463500,2001-11-28,3630,A
USGS,01463500,2001-11-29,3530,A
USGS,01463500,2001-11-30,3430,A
USGS,01463500,2001-12-01,3210,A
USGS,01463500,2001-12-02,3810,A
USGS,01463500,2001-12-03,4150,A
USGS,01463500,2001-12-04,4650,A
USGS,01463500,2001-12-05,4440,A
USGS,01463500,2001-12-06,3750,A
USGS,01463500,2001-12-07,3380,A
USGS,01463500,2001-12-08,3260,A
USGS,01463500,2001-12-09,3430,A
USGS,01463500,2001-12-10,3890,A
USGS,01463500,2001-12-11,3720,A
USGS,01463500,2001-12-12,3390,A
USGS,01463500,2001-12-13,3220,A
USGS,01463500,2001-12-14,3190,A
USGS,01463500,2001-12-15,3560,A
USGS,01463500,2001-12-16,3720,A
USGS,01463500,2001-12-17,3950,A
USGS,01463500,2001-12-18,4540,A
USGS,01463500,2001-12-19,5340,A
USGS,01463500,2001-12-20,7120,A
USGS,01463500,2001-12-21,8830,A
USGS,01463500,2001-12-22,7560,A
USGS,01463500,2001-12-23,6540,A
USGS,01463500,2001-12-24,6080,A
USGS,01463500,2001-12-25,5770,A
USGS,01463500,2001-12-26,5370,A
USGS,01463500,2001-12-27,5060,A
USGS,01463500,2001-12-28,4680,A
USGS,01463500,2001-12-29,3860,A
USGS,01463500,2001-12-30,3550,A
USGS,01463500,2001-12-31,3520,A
USGS,01463500,2002-01-01,3100,A
USGS,01463500,2002-01-02,3160,A
USGS,01463500,2002-01-03,2930,A
USGS,01463500,2002-01-04,2930,A
USGS,01463500,2002-01-05,2930,A
USGS,01463500,2002-01-06,3160,A
USGS,01463500,2002-01-07,3360,A
USGS,01463500,2002-01-08,3150,A
USGS,01463500,2002-01-09,2950,A
USGS,01463500,2002-01-10,2950,A
USGS,01463500,2002-01-11,2960,A
USGS,01463500,2002-01-12,3410,A
USGS,01463500,2002-01-13,3620,A
USGS,01463500,2002-01-14,3490,A
USGS,01463500,2002-01-15,3340,A
USGS,01463500,2002-01-16,3230,A
USGS,01463500,2002-01-17,3290,A
USGS,01463500,2002-01-18,3110,A
USGS,01463500,2002-01-19,2980,A
USGS,01463500,2002-01-20,2810,A
USGS,01463500,2002-01-21,2480,A
USGS,01463500,2002-01-22,2550,A
USGS,01463500,2002-01-23,2500,A
USGS,01463500,2002-01-24,2890,A
USGS,01463500,2002-01-25,4480,A
USGS,01463500,2002-01-26,4550,A
USGS,01463500,2002-01-27,4430,A
USGS,01463500,2002-01-28,4510,A
USGS,01463500,2002-01-29,4910,A
USGS,01463500,2002-01-30,4960,A
USGS,01463500,2002-01-31,5430,A
USGS,01463500,2002-02-01,6800,A
USGS,01463500,2002-02-02,11500,A
USGS,01463500,2002-02-03,10600,A
USGS,01463500,2002-02-04,10400,A
USGS,01463500,2002-02-05,8720,A
USGS,01463500,2002-02-06,7540,A
USGS,01463500,2002-02-07,6940,A
USGS,01463500,2002-02-08,6480,A
USGS,01463500,2002-02-09,5950,A
USGS,01463500,2002-02-10,5450,A
USGS,01463500,2002-02-11,5230,A
USGS,01463500,2002-02-12,5480,A
USGS,01463500,2002-02-13,10700,A
USGS,01463500,2002-02-14,9940,A
USGS,01463500,2002-02-15,8300,A
USGS,01463500,2002-02-16,6960,A
USGS,01463500,2002-02-17,6380,A
USGS,01463500,2002-02-18,6040,A
USGS,01463500,2002-02-19,5610,A
USGS,01463500,2002-02-20,5240,A
USGS,01463500,2002-02-21,4870,A
USGS,01463500,2002-02-22,4820,A
USGS,01463500,2002-02-23,4790,A
USGS,01463500,2002-02-24,5050,A
USGS,01463500,2002-02-25,5040,A
USGS,01463500,2002-02-26,4650,A
USGS,01463500,2002-02-27,4400,A
USGS,01463500,2002-02-28,4310,A
USGS,01463500,2002-03-01,4170,A
USGS,01463500,2002-03-02,4110,A
USGS,01463500,2002-03-03,5570,A
USGS,01463500,2002-03-04,6940,A
USGS,01463500,2002-03-05,6720,A
USGS,01463500,2002-03-06,6630,A
USGS,01463500,2002-03-07,6240,A
USGS,01463500,2002-03-08,5610,A
USGS,01463500,2002-03-09,5310,A
USGS,01463500,2002-03-10,5140,A
USGS,01463500,2002-03-11,5460,A
USGS,01463500,2002-03-12,5580,A
USGS,01463500,2002-03-13,5990,A
USGS,01463500,2002-03-14,6130,A
USGS,01463500,2002-03-15,5890,A
USGS,01463500,2002-03-16,5560,A
USGS,01463500,2002-03-17,5460,A
USGS,01463500,2002-03-18,5810,A
USGS,01463500,2002-03-19,7060,A
USGS,01463500,2002-03-20,9030,A
USGS,01463500,2002-03-21,12400,A
USGS,01463500,2002-03-22,11000,A
USGS,01463500,2002-03-23,10100,A
USGS,01463500,2002-03-24,9870,A
USGS,01463500,2002-03-25,9040,A
USGS,01463500,2002-03-26,8440,A
USGS,01463500,2002-03-27,9690,A
USGS,01463500,2002-03-28,17800,A
USGS,01463500,2002-03-29,22700,A
USGS,01463500,2002-03-30,17900,A
USGS,01463500,2002-03-31,15900,A
USGS,01463500,2002-04-01,15300,A
USGS,01463500,2002-04-02,14800,A
USGS,01463500,2002-04-03,13600,A
USGS,01463500,2002-04-04,12300,A
USGS,01463500,2002-04-05,11100,A
USGS,01463500,2002-04-06,10600,A
USGS,01463500,2002-04-07,9640,A
USGS,01463500,2002-04-08,8660,A
USGS,01463500,2002-04-09,7940,A
USGS,01463500,2002-04-10,8080,A
USGS,01463500,2002-04-11,8090,A
USGS,01463500,2002-04-12,7940,A
USGS,01463500,2002-04-13,7540,A
USGS,01463500,2002-04-14,7080,A
USGS,01463500,2002-04-15,7580,A
USGS,01463500,2002-04-16,14300,A
USGS,01463500,2002-04-17,15200,A
USGS,01463500,2002-04-18,13700,A
USGS,01463500,2002-04-19,11900,A
USGS,01463500,2002-04-20,11200,A
USGS,01463500,2002-04-21,10200,A
USGS,01463500,2002-04-22,8980,A
USGS,01463500,2002-04-23,8610,A
USGS,01463500,2002-04-24,8640,A
USGS,01463500,2002-04-25,8320,A
USGS,01463500,2002-04-26,8150,A
USGS,01463500,2002-04-27,8590,A
USGS,01463500,2002-04-28,10800,A
USGS,01463500,2002-04-29,17000,A
USGS,01463500,2002-04-30,26600,A
USGS,01463500,2002-05-01,26800,A
USGS,01463500,2002-05-02,24000,A
USGS,01463500,2002-05-03,26100,A
USGS,01463500,2002-05-04,23800,A
USGS,01463500,2002-05-05,19000,A
USGS,01463500,2002-05-06,16300,A
USGS,01463500,2002-05-07,14500,A
USGS,01463500,2002-05-08,12900,A
USGS,01463500,2002-05-09,11900,A
USGS,01463500,2002-05-10,12000,A
USGS,01463500,2002-05-11,11300,A
USGS,01463500,2002-05-12,10600,A
USGS,01463500,2002-05-13,10900,A
USGS,01463500,2002-05-14,31300,A
USGS,01463500,2002-05-15,41800,A
USGS,01463500,2002-05-16,33300,A
USGS,01463500,2002-05-17,25000,A
USGS,01463500,2002-05-18,24700,A
USGS,01463500,2002-05-19,30000,A
USGS,01463500,2002-05-20,32100,A
USGS,01463500,2002-05-21,26600,A
USGS,01463500,2002-05-22,20900,A
USGS,01463500,2002-05-23,17500,A
USGS,01463500,2002-05-24,15500,A
USGS,01463500,2002-05-25,13900,A
USGS,01463500,2002-05-26,13200,A
USGS,01463500,2002-05-27,10900,A
USGS,01463500,2002-05-28,10200,A
USGS,01463500,2002-05-29,11800,A
USGS,01463500,2002-05-30,27200,A
USGS,01463500,2002-05-31,21500,A
USGS,01463500,2002-06-01,15800,A
USGS,01463500,2002-06-02,14800,A
USGS,01463500,2002-06-03,14500,A
USGS,01463500,2002-06-04,11700,A
USGS,01463500,2002-06-05,10500,A
USGS,01463500,2002-06-06,9880,A
USGS,01463500,2002-06-07,17000,A
USGS,01463500,2002-06-08,34400,A
USGS,01463500,2002-06-09,28400,A
USGS,01463500,2002-06-10,20100,A
USGS,01463500,2002-06-11,16800,A
USGS,01463500,2002-06-12,16300,A
USGS,01463500,2002-06-13,15300,A
USGS,01463500,2002-06-14,13000,A
USGS,01463500,2002-06-15,14500,A
USGS,01463500,2002-06-16,16100,A
USGS,01463500,2002-06-17,16800,A
USGS,01463500,2002-06-18,15900,A
USGS,01463500,2002-06-19,15000,A
USGS,01463500,2002-06-20,13200,A
USGS,01463500,2002-06-21,11600,A
USGS,01463500,2002-06-22,10100,A
USGS,01463500,2002-06-23,9160,A
USGS,01463500,2002-06-24,7990,A
USGS,01463500,2002-06-25,7540,A
USGS,01463500,2002-06-26,7260,A
USGS,01463500,2002-06-27,7090,A
USGS,01463500,2002-06-28,12600,A
USGS,01463500,2002-06-29,9980,A
USGS,01463500,2002-06-30,8230,A
USGS,01463500,2002-07-01,6880,A
USGS,01463500,2002-07-02,5900,A
USGS,01463500,2002-07-03,5830,A
USGS,01463500,2002-07-04,5930,A
USGS,01463500,2002-07-05,5500,A
USGS,01463500,2002-07-06,4920,A
USGS,01463500,2002-07-07,4620,A
USGS,01463500,2002-07-08,4260,A
USGS,01463500,2002-07-09,3930,A
USGS,01463500,2002-07-10,3790,A
USGS,01463500,2002-07-11,3760,A
USGS,01463500,2002-07-12,3790,A
USGS,01463500,2002-07-13,3680,A
USGS,01463500,2002-07-14,3420,A
USGS,01463500,2002-07-15,3360,A
USGS,01463500,2002-07-16,3000,A
USGS,01463500,2002-07-17,3000,A
USGS,01463500,2002-07-18,3210,A
USGS,01463500,2002-07-19,3100,A
USGS,01463500,2002-07-20,3660,A
USGS,01463500,2002-07-21,3660,A
USGS,01463500,2002-07-22,3810,A
USGS,01463500,2002-07-23,3730,A
USGS,01463500,2002-07-24,3790,A
USGS,01463500,2002-07-25,4070,A
USGS,01463500,2002-07-26,3880,A
USGS,01463500,2002-07-27,3740,A
USGS,01463500,2002-07-28,3530,A
USGS,01463500,2002-07-29,3440,A
USGS,01463500,2002-07-30,3490,A
USGS,01463500,2002-07-31,3310,A
USGS,01463500,2002-08-01,3210,A
USGS,01463500,2002-08-02,3080,A
USGS,01463500,2002-08-03,3420,A
USGS,01463500,2002-08-04,3330,A
USGS,01463500,2002-08-05,3420,A
USGS,01463500,2002-08-06,3390,A
USGS,01463500,2002-08-07,3290,A
USGS,01463500,2002-08-08,3180,A
USGS,01463500,2002-08-09,3110,A
USGS,01463500,2002-08-10,3010,A
USGS,01463500,2002-08-11,2980,A
USGS,01463500,2002-08-12,3200,A
USGS,01463500,2002-08-13,3190,A
USGS,01463500,2002-08-14,3100,A
USGS,01463500,2002-08-15,2950,A
USGS,01463500,2002-08-16,3050,A
USGS,01463500,2002-08-17,3070,A
USGS,01463500,2002-08-18,3140,A
USGS,01463500,2002-08-19,3470,A
USGS,01463500,2002-08-20,3500,A
USGS,01463500,2002-08-21,3430,A
USGS,01463500,2002-08-22,3050,A
USGS,01463500,2002-08-23,3050,A
USGS,01463500,2002-08-24,3070,A
USGS,01463500,2002-08-25,3470,A
USGS,01463500,2002-08-26,3400,A
USGS,01463500,2002-08-27,3280,A
USGS,01463500,2002-08-28,3170,A
USGS,01463500,2002-08-29,3450,A
USGS,01463500,2002-08-30,3620,A
USGS,01463500,2002-08-31,3760,A
USGS,01463500,2002-09-01,4120,A
USGS,01463500,2002-09-02,4680,A
USGS,01463500,2002-09-03,3550,A
USGS,01463500,2002-09-04,3320,A
USGS,01463500,2002-09-05,3210,A
USGS,01463500,2002-09-06,3050,A
USGS,01463500,2002-09-07,2920,A
USGS,01463500,2002-09-08,2990,A
USGS,01463500,2002-09-09,2990,A
USGS,01463500,2002-09-10,2910,A
USGS,01463500,2002-09-11,2860,A
USGS,01463500,2002-09-12,2890,A
USGS,01463500,2002-09-13,2840,A
USGS,01463500,2002-09-14,2900,A
USGS,01463500,2002-09-15,3100,A
USGS,01463500,2002-09-16,3630,A
USGS,01463500,2002-09-17,4620,A
USGS,01463500,2002-09-18,4850,A
USGS,01463500,2002-09-19,3980,A
USGS,01463500,2002-09-20,3380,A
USGS,01463500,2002-09-21,3240,A
USGS,01463500,2002-09-22,3290,A
USGS,01463500,2002-09-23,3410,A
USGS,01463500,2002-09-24,3140,A
USGS,01463500,2002-09-25,2600,A
USGS,01463500,2002-09-26,2740,A
USGS,01463500,2002-09-27,4260,A
USGS,01463500,2002-09-28,5200,A
USGS,01463500,2002-09-29,5820,A
USGS,01463500,2002-09-30,6580,A
USGS,01463500,2002-10-01,5530,A
USGS,01463500,2002-10-02,4430,A
USGS,01463500,2002-10-03,3590,A
USGS,01463500,2002-10-04,3160,A
USGS,01463500,2002-10-05,3130,A
USGS,01463500,2002-10-06,3230,A
USGS,01463500,2002-10-07,3970,A
USGS,01463500,2002-10-08,3530,A
USGS,01463500,2002-10-09,3210,A
USGS,01463500,2002-10-10,3350,A
USGS,01463500,2002-10-11,4680,A
USGS,01463500,2002-10-12,19300,A
USGS,01463500,2002-10-13,24800,A
USGS,01463500,2002-10-14,23900,A
USGS,01463500,2002-10-15,17700,A
USGS,01463500,2002-10-16,14700,A
USGS,01463500,2002-10-17,22400,A
USGS,01463500,2002-10-18,36300,A
USGS,01463500,2002-10-19,29200,A
USGS,01463500,2002-10-20,20200,A
USGS,01463500,2002-10-21,16600,A
USGS,01463500,2002-10-22,14100,A
USGS,01463500,2002-10-23,12100,A
USGS,01463500,2002-10-24,10200,A
USGS,01463500,2002-10-25,8790,A
USGS,01463500,2002-10-26,9430,A
USGS,01463500,2002-10-27,11800,A
USGS,01463500,2002-10-28,12800,A
USGS,01463500,2002-10-29,12100,A
USGS,01463500,2002-10-30,11300,A
USGS,01463500,2002-10-31,11000,A
USGS,01463500,2002-11-01,10200,A
USGS,01463500,2002-11-02,9390,A
USGS,01463500,2002-11-03,8610,A
USGS,01463500,2002-11-04,8130,A
USGS,01463500,2002-11-05,7610,A
USGS,01463500,2002-11-06,7750,A
USGS,01463500,2002-11-07,8050,A
USGS,01463500,2002-11-08,8810,A
USGS,01463500,2002-11-09,8880,A
USGS,01463500,2002-11-10,8790,A
USGS,01463500,2002-11-11,8020,A
USGS,01463500,2002-11-12,7950,A
USGS,01463500,2002-11-13,10400,A
USGS,01463500,2002-11-14,10800,A
USGS,01463500,2002-11-15,12400,A
USGS,01463500,2002-11-16,11500,A
USGS,01463500,2002-11-17,20500,A
USGS,01463500,2002-11-18,30200,A
USGS,01463500,2002-11-19,34300,A
USGS,01463500,2002-11-20,30500,A
USGS,01463500,2002-11-21,25200,A
USGS,01463500,2002-11-22,21300,A
USGS,01463500,2002-11-23,21000,A
USGS,01463500,2002-11-24,20900,A
USGS,01463500,2002-11-25,20000,A
USGS,01463500,2002-11-26,17700,A
USGS,01463500,2002-11-27,16300,A
USGS,01463500,2002-11-28,15500,A
USGS,01463500,2002-11-29,14300,A
USGS,01463500,2002-11-30,12900,A
USGS,01463500,2002-12-01,12000,A
USGS,01463500,2002-12-02,11400,A
USGS,01463500,2002-12-03,11000,A
USGS,01463500,2002-12-04,10600,A
USGS,01463500,2002-12-05,9450,A
USGS,01463500,2002-12-06,9070,A
USGS,01463500,2002-12-07,8620,A
USGS,01463500,2002-12-08,8420,A
USGS,01463500,2002-12-09,7690,A
USGS,01463500,2002-12-10,7130,A
USGS,01463500,2002-12-11,7270,A
USGS,01463500,2002-12-12,15100,A
USGS,01463500,2002-12-13,18100,A
USGS,01463500,2002-12-14,22500,A
USGS,01463500,2002-12-15,25300,A
USGS,01463500,2002-12-16,25000,A
USGS,01463500,2002-12-17,22400,A
USGS,01463500,2002-12-18,19200,A
USGS,01463500,2002-12-19,16400,A
USGS,01463500,2002-12-20,17400,A
USGS,01463500,2002-12-21,24500,A
USGS,01463500,2002-12-22,25900,A
USGS,01463500,2002-12-23,23700,A
USGS,01463500,2002-12-24,21000,A
USGS,01463500,2002-12-25,20600,A
USGS,01463500,2002-12-26,20700,A
USGS,01463500,2002-12-27,18200,A
USGS,01463500,2002-12-28,16600,A
USGS,01463500,2002-12-29,15900,A
USGS,01463500,2002-12-30,15200,A
USGS,01463500,2002-12-31,14200,A
USGS,01463500,2003-01-01,15600,A
USGS,01463500,2003-01-02,29000,A
USGS,01463500,2003-01-03,38200,A
USGS,01463500,2003-01-04,36500,A
USGS,01463500,2003-01-05,29000,A
USGS,01463500,2003-01-06,24800,A
USGS,01463500,2003-01-07,22100,A
USGS,01463500,2003-01-08,20000,A
USGS,01463500,2003-01-09,18600,A
USGS,01463500,2003-01-10,17900,A
USGS,01463500,2003-01-11,16900,A
USGS,01463500,2003-01-12,15500,A
USGS,01463500,2003-01-13,14000,A
USGS,01463500,2003-01-14,13200,A
USGS,01463500,2003-01-15,11900,A
USGS,01463500,2003-01-16,10900,A
USGS,01463500,2003-01-17,10300,A
USGS,01463500,2003-01-18,10300,A
USGS,01463500,2003-01-19,8880,A
USGS,01463500,2003-01-20,8970,A
USGS,01463500,2003-01-21,9460,A
USGS,01463500,2003-01-22,8990,A
USGS,01463500,2003-01-23,8700,A e
USGS,01463500,2003-01-24,8400,A e
USGS,01463500,2003-01-25,8600,A e
USGS,01463500,2003-01-26,8900,A e
USGS,01463500,2003-01-27,8800,A e
USGS,01463500,2003-01-28,8400,A e
USGS,01463500,2003-01-29,8300,A e
USGS,01463500,2003-01-30,8600,A e
USGS,01463500,2003-01-31,8800,A e
USGS,01463500,2003-02-01,8700,A e
USGS,01463500,2003-02-02,8400,A e
USGS,01463500,2003-02-03,8770,A
USGS,01463500,2003-02-04,8180,A
USGS,01463500,2003-02-05,8610,A
USGS,01463500,2003-02-06,8630,A
USGS,01463500,2003-02-07,9020,A
USGS,01463500,2003-02-08,9300,A
USGS,01463500,2003-02-09,8230,A
USGS,01463500,2003-02-10,7780,A
USGS,01463500,2003-02-11,7700,A
USGS,01463500,2003-02-12,7050,A
USGS,01463500,2003-02-13,6590,A
USGS,01463500,2003-02-14,6290,A
USGS,01463500,2003-02-15,6160,A
USGS,01463500,2003-02-16,6720,A
USGS,01463500,2003-02-17,5500,A e
USGS,01463500,2003-02-18,6100,A e
USGS,01463500,2003-02-19,7500,A e
USGS,01463500,2003-02-20,8800,A e
USGS,01463500,2003-02-21,9600,A e
USGS,01463500,2003-02-22,13900,A
USGS,01463500,2003-02-23,23800,A
USGS,01463500,2003-02-24,23200,A
USGS,01463500,2003-02-25,17900,A
USGS,01463500,2003-02-26,15900,A
USGS,01463500,2003-02-27,14200,A
USGS,01463500,2003-02-28,12800,A
USGS,01463500,2003-03-01,12400,A
USGS,01463500,2003-03-02,13600,A
USGS,01463500,2003-03-03,17500,A
USGS,01463500,2003-03-04,14100,A
USGS,01463500,2003-03-05,14100,A
USGS,01463500,2003-03-06,17600,A
USGS,01463500,2003-03-07,14900,A
USGS,01463500,2003-03-08,13000,A
USGS,01463500,2003-03-09,14000,A
USGS,01463500,2003-03-10,15400,A
USGS,01463500,2003-03-11,12500,A
USGS,01463500,2003-03-12,11600,A
USGS,01463500,2003-03-13,11800,A
USGS,01463500,2003-03-14,13900,A
USGS,01463500,2003-03-15,12900,A
USGS,01463500,2003-03-16,13300,A
USGS,01463500,2003-03-17,15500,A
USGS,01463500,2003-03-18,22700,A
USGS,01463500,2003-03-19,36200,A
USGS,01463500,2003-03-20,46500,A
USGS,01463500,2003-03-21,60300,A
USGS,01463500,2003-03-22,78100,A
USGS,01463500,2003-03-23,79000,A
USGS,01463500,2003-03-24,67700,A
USGS,01463500,2003-03-25,52900,A
USGS,01463500,2003-03-26,43600,A
USGS,01463500,2003-03-27,40400,A
USGS,01463500,2003-03-28,36400,A
USGS,01463500,2003-03-29,31600,A
USGS,01463500,2003-03-30,34800,A
USGS,01463500,2003-03-31,40400,A
USGS,01463500,2003-04-01,37100,A
USGS,01463500,2003-04-02,32800,A
USGS,01463500,2003-04-03,30000,A
USGS,01463500,2003-04-04,28300,A
USGS,01463500,2003-04-05,26400,A
USGS,01463500,2003-04-06,25500,A
USGS,01463500,2003-04-07,24700,A
USGS,01463500,2003-04-08,23700,A
USGS,01463500,2003-04-09,23500,A
USGS,01463500,2003-04-10,24300,A
USGS,01463500,2003-04-11,23400,A
USGS,01463500,2003-04-12,25400,A
USGS,01463500,2003-04-13,24700,A
USGS,01463500,2003-04-14,22500,A
USGS,01463500,2003-04-15,20300,A
USGS,01463500,2003-04-16,18700,A
USGS,01463500,2003-04-17,17100,A
USGS,01463500,2003-04-18,16100,A
USGS,01463500,2003-04-19,15100,A
USGS,01463500,2003-04-20,14100,A
USGS,01463500,2003-04-21,12900,A
USGS,01463500,2003-04-22,12400,A
USGS,01463500,2003-04-23,12500,A
USGS,01463500,2003-04-24,12200,A
USGS,01463500,2003-04-25,11700,A
USGS,01463500,2003-04-26,11200,A
USGS,01463500,2003-04-27,11300,A
USGS,01463500,2003-04-28,11400,A
USGS,01463500,2003-04-29,13600,A
USGS,01463500,2003-04-30,12700,A
USGS,01463500,2003-05-01,11700,A
USGS,01463500,2003-05-02,11000,A
USGS,01463500,2003-05-03,10500,A
USGS,01463500,2003-05-04,12600,A
USGS,01463500,2003-05-05,14500,A
USGS,01463500,2003-05-06,13300,A
USGS,01463500,2003-05-07,12300,A
USGS,01463500,2003-05-08,11800,A
USGS,01463500,2003-05-09,11100,A
USGS,01463500,2003-05-10,10500,A
USGS,01463500,2003-05-11,9840,A
USGS,01463500,2003-05-12,9140,A
USGS,01463500,2003-05-13,9000,A
USGS,01463500,2003-05-14,9930,A
USGS,01463500,2003-05-15,9870,A
USGS,01463500,2003-05-16,9580,A
USGS,01463500,2003-05-17,9160,A
USGS,01463500,2003-05-18,8650,A
USGS,01463500,2003-05-19,8240,A
USGS,01463500,2003-05-20,7490,A
USGS,01463500,2003-05-21,7170,A
USGS,01463500,2003-05-22,7330,A
USGS,01463500,2003-05-23,7110,A
USGS,01463500,2003-05-24,7100,A
USGS,01463500,2003-05-25,7320,A
USGS,01463500,2003-05-26,10700,A
USGS,01463500,2003-05-27,15200,A
USGS,01463500,2003-05-28,14700,A
USGS,01463500,2003-05-29,14500,A
USGS,01463500,2003-05-30,13100,A
USGS,01463500,2003-05-31,11800,A
USGS,01463500,2003-06-01,15500,A
USGS,01463500,2003-06-02,34000,A
USGS,01463500,2003-06-03,38000,A
USGS,01463500,2003-06-04,43700,A
USGS,01463500,2003-06-05,39300,A
USGS,01463500,2003-06-06,30700,A
USGS,01463500,2003-06-07,26400,A
USGS,01463500,2003-06-08,31500,A
USGS,01463500,2003-06-09,28700,A
USGS,01463500,2003-06-10,25500,A
USGS,01463500,2003-06-11,22700,A
USGS,01463500,2003-06-12,21400,A
USGS,01463500,2003-06-13,26200,A
USGS,01463500,2003-06-14,29800,A
USGS,01463500,2003-06-15,28500,A
USGS,01463500,2003-06-16,29900,A
USGS,01463500,2003-06-17,25200,A
USGS,01463500,2003-06-18,22300,A
USGS,01463500,2003-06-19,21000,A
USGS,01463500,2003-06-20,22300,A
USGS,01463500,2003-06-21,45200,A
USGS,01463500,2003-06-22,52800,A
USGS,01463500,2003-06-23,58700,A
USGS,01463500,2003-06-24,51400,A
USGS,01463500,2003-06-25,41700,A
USGS,01463500,2003-06-26,33900,A
USGS,01463500,2003-06-27,29400,A
USGS,01463500,2003-06-28,24200,A
USGS,01463500,2003-06-29,19400,A
USGS,01463500,2003-06-30,16600,A
USGS,01463500,2003-07-01,14800,A
USGS,01463500,2003-07-02,13300,A
USGS,01463500,2003-07-03,12300,A
USGS,01463500,2003-07-04,11400,A
USGS,01463500,2003-07-05,10400,A
USGS,01463500,2003-07-06,9420,A
USGS,01463500,2003-07-07,8790,A
USGS,01463500,2003-07-08,8830,A
USGS,01463500,2003-07-09,8290,A
USGS,01463500,2003-07-10,8050,A
USGS,01463500,2003-07-11,7640,A
USGS,01463500,2003-07-12,7420,A
USGS,01463500,2003-07-13,7720,A
USGS,01463500,2003-07-14,8160,A
USGS,01463500,2003-07-15,6660,A
USGS,01463500,2003-07-16,6320,A
USGS,01463500,2003-07-17,6040,A
USGS,01463500,2003-07-18,5550,A
USGS,01463500,2003-07-19,5820,A
USGS,01463500,2003-07-20,6010,A
USGS,01463500,2003-07-21,5350,A
USGS,01463500,2003-07-22,11500,A
USGS,01463500,2003-07-23,18600,A
USGS,01463500,2003-07-24,15000,A
USGS,01463500,2003-07-25,13300,A
USGS,01463500,2003-07-26,11000,A
USGS,01463500,2003-07-27,8940,A
USGS,01463500,2003-07-28,7900,A
USGS,01463500,2003-07-29,7360,A
USGS,01463500,2003-07-30,7220,A
USGS,01463500,2003-07-31,6840,A
USGS,01463500,2003-08-01,6550,A
USGS,01463500,2003-08-02,7200,A
USGS,01463500,2003-08-03,6760,A
USGS,01463500,2003-08-04,8490,A
USGS,01463500,2003-08-05,16800,A
USGS,01463500,2003-08-06,27800,A
USGS,01463500,2003-08-07,24500,A
USGS,01463500,2003-08-08,21000,A
USGS,01463500,2003-08-09,16800,A
USGS,01463500,2003-08-10,19800,A
USGS,01463500,2003-08-11,19200,A
USGS,01463500,2003-08-12,23100,A
USGS,01463500,2003-08-13,27400,A
USGS,01463500,2003-08-14,24000,A
USGS,01463500,2003-08-15,19300,A
USGS,01463500,2003-08-16,16600,A
USGS,01463500,2003-08-17,15500,A
USGS,01463500,2003-08-18,14300,A
USGS,01463500,2003-08-19,12200,A
